text,phase,sentiment
Until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,train,1
Ya-Yas everywhere will forgive the flaws and love the film .,train,3
"A little uneven to be the cat 's meow , but it 's good enough to be the purr .",train,3
"A breezy blend of art , history , esoteric musings and philosophy .",train,3
The film is ultimately about as inspiring as a Hallmark card .,train,1
This pathetic junk is barely an hour long .,train,1
"While it 's nice to watch a movie that has n't been focus-grouped into tedium , Yu 's cinematic alchemy produces nearly as much lead as gold .",train,2
The screenplay flounders under the weight of too many story lines .,train,1
Generic thriller junk .,train,1
A moving and not infrequently breathtaking film .,train,3
"Holm does his sly , intricate magic , and Iben Hjelje is entirely appealing as Pumpkin .",train,3
"In Moonlight Mile , no one gets shut out of the hug cycle .",train,2
"It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless .",train,3
"Affable if not timeless , Like Mike raises some worthwhile themes while delivering a wholesome fantasy for kids .",train,3
"Even with all those rough edges safely sanded down , the American Insomnia is still pretty darned good .",train,3
"The lightest , most breezy movie Steven Spielberg has made in more than a decade .",train,3
"Davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .",train,3
An already thin story boils down to surviving invaders seeking an existent anti-virus .,train,1
Mr. Scorsese 's bravery and integrity in advancing this vision can hardly be underestimated .,train,3
Action - mechanical .,train,1
"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",train,3
"With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill .",train,3
"It can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull .",train,1
"Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",train,3
"A boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",train,1
The experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not .,train,1
An incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .,train,1
The only entertainment you 'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them .,train,1
It 's that rare family movie -- genuine and sweet without relying on animation or dumb humor .,train,3
He has not learnt that storytelling is what the movies are about .,train,1
A very good film sits in the place where a masterpiece should be .,train,3
No surprises .,train,1
"Enough is not a bad movie , just mediocre .",train,1
Davis has filled out his cast with appealing fresh faces .,train,3
The most compelling Wiseman epic of recent years .,train,3
"Offers big , fat , dumb laughs that may make you hate yourself for giving in .",train,1
Delirious fun .,train,3
"Made me feel uneasy , even queasy , because ( Solondz 's ) cool compassion is on the border of bemused contempt .",train,2
"An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .",train,1
Fluffy and disposible .,train,1
Strictly middle of the road .,train,2
Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...,train,3
"And there 's the inimitable Diaz , holding it all together .",train,3
"Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",train,3
Dreary tale of middle-class angst,train,1
Has little on its mind aside from scoring points with drag gags .,train,1
Wanker Goths are on the loose !,train,2
It manages to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy .,train,3
An interesting look behind the scenes of Chicago-based rock group Wilco ...,train,3
Overall tomfoolery like this is a matter of taste .,train,1
Chamber of Secrets will find millions of eager fans .,train,3
You can tell almost immediately that Welcome to Collinwood is n't going to jell .,train,1
Jacquot 's rendering of Puccini 's tale of devotion and double-cross is more than just a filmed opera .,train,2
An unclassifiably awful study in self - and audience-abuse .,train,1
"A portrait of alienation so perfect , it will certainly succeed in alienating most viewers .",train,1
"While some of the camera work is interesting , the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .",train,1
This angst-ridden territory was covered earlier and much better in Ordinary People .,train,1
What parents will suspect is that they 're watching a 76-minute commercial .,train,1
Fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away .,train,3
The premise itself is just SOOOOO tired .,train,1
"For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek , they 'll probably run out screaming .",train,1
"Elegant , mannered and teasing .",train,3
"Offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends .",train,3
"Unless Bob Crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression .",train,1
Alternative medicine obviously has its merits ... but Ayurveda does the field no favors .,train,1
You ca n't believe anyone would really buy this stuff .,train,1
"The gags , and the script , are a mixed bag .",train,1
Campbell Scott finds the ideal outlet for his flick-knife diction in the role of Roger Swanson .,train,3
"If Kaufman kept Cameron Diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",train,1
"This humbling little film , fueled by the light comedic work of Zhao Benshan and the delicate ways of Dong Jie , is just the sort for those moviegoers who complain that ` they do n't make movies like they used to anymore . '",train,3
"There must be an audience that enjoys the Friday series , but I would n't be interested in knowing any of them personally .",train,1
Rarely have I seen a film so willing to champion the fallibility of the human heart .,train,3
The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .,train,3
"Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .",train,3
"SC2 is an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit , yet it 's geared toward an audience full of masters of both .",train,1
"The off-center humor is a constant , and the ensemble gives it a buoyant delivery .",train,3
A puzzle whose pieces do not fit .,train,1
"Sometimes this modest little number clicks , and sometimes it does n't .",train,2
"Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",train,2
Chai 's structure and pacing are disconcertingly slack .,train,1
"While the material is slight , the movie is better than you might think .",train,3
Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,train,2
"A canny , derivative , wildly gruesome portrait of a London sociopath who 's the scariest of sadists .",train,2
"If you 're really renting this you 're not interested in discretion in your entertainment choices , you 're interested in Anne Geddes , John Grisham , and Thomas Kincaid .",train,2
"You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",train,3
"It is very difficult to care about the character , and that is the central flaw of the film .",train,1
"Directed without the expected flair or imagination by Hong Kong master John Woo , Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",train,1
"Ruzowitzky has taken this mothball-y stuff and made a rather sturdy , old-fashioned entertainment out of it .",train,2
"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .",train,3
"Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .",train,3
"If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece .",train,2
"By the end of it all I sort of loved the people onscreen , even though I could not stand them .",train,3
"Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",train,3
Reno himself can take credit for most of the movie 's success .,train,3
... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .,train,1
Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .,train,3
"Thanks to Ice Cube , Benjamins feels an awful lot like Friday in Miami .",train,2
Beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly .,train,3
Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .,train,3
"Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .",train,3
"... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''",train,1
"A zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .",train,1
"A few artsy flourishes aside , Narc is as gritty as a movie gets these days .",train,2
"The movie , directed by Mick Jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .",train,1
"As directed by Dani Kouyate of Burkina Faso , Sia lacks visual flair .",train,2
Move over Bond ; this girl deserves a sequel .,train,3
Like the Chelsea 's denizens ... Burdette 's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .,train,2
"Herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among Germany and Eastern European Jews might have changed 20th-Century history is undermined by Ahola 's inadequate performance .",train,1
"The histrionic muse still eludes Madonna and , playing a charmless witch , she is merely a charmless witch .",train,1
Zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a,train,1
"Having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , Khouri then gets terrific performances from them all .",train,3
"The film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle .",train,1
"` You 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied .",train,2
"Sadly , Hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks .",train,1
"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",train,3
It settles for being merely grim .,train,1
Flaccid drama and exasperatingly slow journey .,train,1
"The problem is that for the most part , the film is deadly dull .",train,1
The film thrusts the inchoate but already eldritch Christian Right propaganda machine into national media circles .,train,2
"For this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- Chelsea Walls deserves a medal .",train,3
"This is a smart movie that knows its classical music , knows its Freud and knows its Sade .",train,3
"a quiet , pure , elliptical film",train,3
a compelling journey ... and `` His Best Friend Remembers '' is up there with the finest of specials .,train,3
"( H ) ad I suffered and bled on the hard ground of Ia Drang , I 'd want something a bit more complex than We Were Soldiers to be remembered by .",train,1
There are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .,train,2
"It 's a talking head documentary , but a great one .",train,3
The charms of the lead performances allow us to forget most of the film 's problems .,train,3
"A typically observant , carefully nuanced and intimate French coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .",train,2
Fancy a real downer ?,train,1
"It 's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all .",train,3
"Piercingly affecting ... while clearly a manipulative film , emerges as powerful rather than cloying .",train,3
"Barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .",train,3
It 's rare for any movie to be as subtle and touching as The Son 's Room .,train,3
"Possession is in the end an honorable , interesting failure .",train,2
There is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,train,3
A literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .,train,3
He 's Super Spy !,train,3
The movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .,train,2
An irresistible combination of a rousing good story set on a truly grand scale .,train,3
Immediately .,train,2
It 's never a good sign when a film 's star spends the entirety of the film in a coma .,train,1
More intellectually scary than dramatically involving .,train,1
"From the big giant titles of the opening credits to Elmer Bernstein 's perfectly melodic score , Haynes gets just about everything right .",train,3
"Does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .",train,1
"The acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .",train,3
A modest and messy metaphysical thriller offering more questions than answers .,train,1
"It 's got its heart in the right place , but it also wilts after awhile .",train,2
"Something akin to a Japanese Alice Through the Looking Glass , except that it seems to take itself far more seriously .",train,3
"Together , Tok and O orchestrate a buoyant , darkly funny dance of death .",train,3
"Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .",train,1
... manages to deliver a fair bit of vampire fun .,train,3
"I 've always dreamed of attending Cannes , but after seeing this film , it 's not that big a deal .",train,1
... a polished and relatively sincere piece of escapism .,train,3
"Though it draws several decent laughs , it 's low-cal Woody at best .",train,2
"`` My god , I 'm behaving like an idiot ! ''",train,2
"If The Last Man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .",train,1
The action sequences are fun and reminiscent of combat scenes from the Star Wars series .,train,3
A semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer had anything to do with it .,train,1
What 's really sad is to see two Academy Award winning actresses ( and one Academy Award winning actor ) succumb to appearing in this junk that 's TV sitcom material at best .,train,1
"Skip this dreck , rent Animal House and go back to the source .",train,1
An energetic and engaging film that never pretends to be something it is n't .,train,3
The film ... presents classic moral-condundrum drama : What would you have done to survive ?,train,3
"Functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",train,3
There is not an ounce of honesty in the entire production .,train,1
"For almost the first two-thirds of Martin Scorsese 's 168-minute Gangs of New York , I was entranced .",train,3
"Just like every other Seagal movie , only louder and without that silly ponytail .",train,2
"There is a freedom to watching stunts that are this crude , this fast-paced and this insane .",train,3
"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",train,1
An infectious cultural fable with a tasty balance of family drama and frenetic comedy .,train,3
"An ungainly , comedy-deficient , B-movie rush job ...",train,1
The ending is a cop-out .,train,1
George Lucas returns as a visionary with a tale full of nuance and character dimension .,train,3
It 's also heavy-handed and devotes too much time to bigoted views .,train,1
"Just as moving , uplifting and funny as ever .",train,3
"That Zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .",train,3
Never mind whether you buy the stuff about Barris being a CIA hit man .,train,1
"a bilingual charmer , just like the woman who inspired it",train,3
"What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice .",train,3
"Audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .",train,1
"The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .",train,3
An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .,train,3
"In fact , it does n't even seem like she tried .",train,1
"With Freeman and Judd , I 'll at least remember their characters .",train,2
"By presenting an impossible romance in an impossible world , Pumpkin dares us to say why either is impossible -- which forces us to confront what 's possible and what we might do to make it so .",train,3
"On the bright side , it contains Jesse Ventura 's best work since the XFL .",train,2
"As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",train,1
The impact of the Armenian genocide is diluted by too much stage business in the modern day .,train,1
It 's horribly depressing and not very well done .,train,1
"Because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags .",train,1
"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .",train,3
"Like blended shades of lipstick , these components combine into one terrific story with lots of laughs .",train,3
"A pint-sized ` Goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .",train,2
"An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .",train,3
... a magnificent drama well worth tracking down .,train,3
"There is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false .",train,1
An awful movie that will only satisfy the most emotionally malleable of filmgoers .,train,1
"The script kicks in , and Mr. Hartley 's distended pace and foot-dragging rhythms follow .",train,1
"Berling and Béart ... continue to impress , and Isabelle Huppert ... again shows uncanny skill in getting under the skin of her characters .",train,3
"A beyond-lame satire , Teddy Bears ' Picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .",train,1
`` Auto Focus '' works as an unusual biopic and document of male swingers in the Playboy era,train,3
"As satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .",train,3
Skip the film and buy the Philip Glass soundtrack CD .,train,1
( It ) has the feel of a summer popcorn movie .,train,2
"While the story 's undeniably hard to follow , Iwai 's gorgeous visuals seduce .",train,3
"One of the most plain , unimaginative romantic comedies I 've ever seen .",train,1
"With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .",train,1
"It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .",train,3
"It is not what you see , it is what you think you see .",train,2
"This is as respectful a film as Byatt fans could hope for , though lovers of the book may wonder why it 's necessary .",train,2
An ideal love story for those intolerant of the more common saccharine genre .,train,3
This franchise has not spawned a single good film .,train,1
What a stiflingly unfunny and unoriginal mess this is !,train,1
Those who want to be jolted out of their gourd should drop everything and run to Ichi .,train,3
And that should tell you everything you need to know about All the Queen 's Men .,train,2
"With generic sets and B-grade special effects , Jason is about as convincing on the sci-fi front as TV 's defunct Cleopatra 2525 .",train,1
"By the miserable standards to which the slasher genre has sunk , ... actually pretty good .",train,2
"Despite its floating narrative , this is a remarkably accessible and haunting film .",train,3
A refreshing Korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,train,3
"Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with .",train,2
"The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",train,3
"The story 's so preposterous that I did n't believe it for a second , despite the best efforts of everyone involved .",train,1
It 's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good .,train,2
"It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .",train,3
"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .",train,3
"Lanie 's professional success means she must be a failure at life , because she 's driven by ambition and Does n't Know How to Have Fun .",train,1
It 's a very tasteful rock and roll movie .,train,3
"Oh , look at that clever angle !",train,3
Chao was Chen Kaige 's assistant for years in China .,train,2
Has a shambling charm ... a cheerfully inconsequential diversion .,train,3
"In capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st .",train,2
Crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .,train,3
He 'd create a movie better than this .,train,1
A retread of material already thoroughly plumbed by Martin Scorsese .,train,1
A fast-moving and remarkable film that appears destined to become a landmark in Japanese animation .,train,3
Hands down the year 's most thought-provoking film .,train,3
There are plot holes big enough for Shamu the killer whale to swim through .,train,1
Schindler 's List it ai n't .,train,1
A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .,train,1
"` God help us , but Capra and Cooper are rolling over in their graves . '",train,1
Low comedy does n't come much lower .,train,1
It 's only in fairy tales that princesses that are married for political reason live happily ever after .,train,1
"It is the sheer , selfish , wound-licking , bar-scrapping doggedness of Leon 's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction .",train,2
Falls neatly into the category of Good Stupid Fun .,train,3
"If you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular .",train,3
"Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .",train,3
The experience of watching blobby old-school CGI animation in this superlarge format is just surreal enough to be diverting .,train,3
It 's not hateful .,train,2
We get the comedy we settle for .,train,1
"It 's a movie that ends with Truckzilla , for cryin ' out loud .",train,1
It 's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .,train,1
A plodding look at the French Revolution through the eyes of aristocrats .,train,2
"Every five minutes or so , someone gets clocked .",train,2
A crisp psychological drama ( and ) a fascinating little thriller that would have been perfect for an old `` Twilight Zone '' episode .,train,3
An emotionally strong and politically potent piece of cinema .,train,3
"A better title , for all concerned , might be Swept Under the Rug .",train,1
Got a David Lynch jones ?,train,2
"In his U.S. debut , Mr. Schnitzler proves himself a deft pace master and stylist .",train,3
Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .,train,3
It 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .,train,1
"A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .",train,3
Engagingly captures the maddening and magnetic ebb and flow of friendship .,train,3
What 's next : `` My Mother the Car ? '',train,2
"The movie is gorgeously made , but it is also somewhat shallow and art-conscious .",train,2
A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .,train,2
A touch of humor or an unexpected plot twist always pulls it back .,train,2
A cop story that understands the medium amazingly well .,train,3
( Seagal 's ) strenuous attempt at a change in expression could very well clinch him this year 's Razzie .,train,1
It makes even Elizabeth Hurley seem graceless and ugly .,train,1
"What Madonna does here ca n't properly be called acting -- more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once .",train,1
The good thing -- the only good thing -- about Extreme Ops is that it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list .,train,2
A hallmark film in an increasingly important film industry and worth the look .,train,3
The gorgeously elaborate continuation of `` The Lord of the Rings '' trilogy is so huge that a column of words can not adequately describe co-writer/director Peter Jackson 's expanded vision of J.R.R. Tolkien 's Middle-earth .,train,3
"Although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",train,1
"For all its failed connections , Divine Secrets of the Ya-Ya Sisterhood is nurturing , in a gauzy , dithering way .",train,3
"The plot grows thin soon , and you find yourself praying for a quick resolution .",train,1
Blanchett 's performance confirms her power once again .,train,3
"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .",train,1
"Greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",train,3
The movie 's vision of a white American zealously spreading a Puritanical brand of Christianity to South Seas islanders is one only a true believer could relish .,train,1
"Shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .",train,1
This disturbing bio-pic is hard to forget .,train,2
Bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of Castro so predominantly charitable it can only be seen as propaganda .,train,2
There 's already been too many of these films ...,train,1
Leigh makes these lives count .,train,3
It 's actually too sincere -- the crime movie equivalent of a chick flick .,train,2
and `` They 're coming ! '',train,2
Everything -- even life on an aircraft carrier -- is sentimentalized .,train,1
A painfully slow cliche-ridden film filled with more holes than Clyde Barrow 's car .,train,1
The problem with all of this : It 's not really funny .,train,1
"Some elements of it really blow the big one , but other parts are decent .",train,2
An impressive if flawed effort that indicates real talent .,train,3
"once she lets her love depraved leads meet , ( Denis ' ) story becomes a hopeless , unsatisfying muddle",train,1
"... a story we have n't seen on the big screen before , and it 's a story that we as Americans , and human beings , should know .",train,3
Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .,train,3
"An interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , I found myself struggling to put my finger on that elusive `` missing thing . ''",train,3
"Each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , Storytelling never quite gets over its rather lopsided conception .",train,2
"But ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .",train,1
"Like the original , this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit .",train,3
"It is most of the things Costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it .",train,1
A bad movie that happened to good actors .,train,1
"Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl -",train,3
You can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .,train,1
People cinema at its finest .,train,3
An enjoyable comedy of lingual and cultural differences ... The Château is a film -- full of life and small delights -- that has all the wiggling energy of young kitten .,train,3
A monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it .,train,1
"Real Women may have many agendas , but it also will win you over , in a big way .",train,3
"Like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",train,1
"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity , even in the family film market .",train,3
The film jolts the laughs from the audience -- as if by cattle prod .,train,3
A wonderful character-based comedy .,train,3
"Creepy , authentic and dark .",train,2
An amazing and incendiary movie that dives straight into the rough waters of contradiction .,train,3
"Clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .",train,1
"It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .",train,3
"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",train,1
It 's everything you do n't go to the movies for .,train,1
"Unfortunately , they 're sandwiched in between the most impossibly dry account of Kahlo 's life imaginable .",train,1
Imagine Susan Sontag falling in love with Howard Stern .,train,1
"Even with a green Mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , Kilmer seems to be posing , rather than acting .",train,1
... think of it as American Pie On Valium .,train,2
Never once predictable .,train,3
Sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .,train,1
"It is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",train,1
"Forced , familiar and thoroughly condescending .",train,1
"Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots .",train,1
"Too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .",train,1
One just waits grimly for the next shock without developing much attachment to the characters .,train,2
"... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .",train,1
"( A ) soulless , stupid sequel ...",train,1
"If Jews were Catholics , this would be Catechism",train,2
"Fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .",train,3
"Peralta 's mythmaking could have used some informed , adult hindsight .",train,2
"While there 's something intrinsically funny about Sir Anthony Hopkins saying ` Get in the car , bitch , ' this Jerry Bruckheimer production has little else to offer",train,3
"Even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of Vardalos ' humor , which transcends ethnic boundaries .",train,3
"When it 's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .",train,1
Has all the depth of a wading pool .,train,1
"The faithful will enjoy this sometimes wry adaptation of V.S. Naipaul 's novel , but newcomers may find themselves stifling a yawn or two during the first hour .",train,2
A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,train,3
"In painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the Marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song .",train,3
An uninspired preachy and clichéd war film .,train,1
I hate the feeling of having been slimed in the name of High Art .,train,1
"Some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff .",train,2
` Like a child with an important message to tell ... ( Skins ' ) faults are easy to forgive because the intentions are lofty . ',train,2
A picture as erratic as its central character .,train,2
"Though the film is static , its writer-director 's heart is in the right place , his plea for democracy and civic action laudable .",train,3
"But as you watch the movie , you 're too interested to care .",train,3
Lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .,train,1
"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",train,2
"Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails .",train,3
"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",train,1
"Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically .",train,3
"When your subject is illusion versus reality , should n't the reality seem at least passably real ?",train,1
"Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",train,3
"At times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential .",train,1
"There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",train,1
"If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .",train,1
